num__study_time_hours,num__attendance_percent,num__sleep_hours,num__previous_grade,num__study_to_sleep_ratio,num__academic_effort_index,num__academic_momentum,ord__parental_education,cat__gender_Male,cat__internet_access_Yes,cat__extracurricular_activities_Yes,cat__part_time_job_Yes,pass__is_at_risk,final_grade
0.2983278044233795,0.7695425056474776,-0.4378439312338314,-0.17578601684177914,0.36984950602682076,0.5162848958307656,0.19784304272396053,2.0,1.0,1.0,0.0,1.0,0.0,3
0.16187140445842593,-1.0409853489009322,1.9533941112861488,-0.46247480358186827,-0.5067277722259877,-0.12050607007814888,-0.042841034032766054,2.0,0.0,1.0,0.0,0.0,0.0,2
1.048838004230623,-1.0955193204234746,-1.9220606472807158,-0.2872761005740355,2.3389437083153446,0.6272858725918748,0.7910397226892316,2.0,0.0,1.0,1.0,0.0,0.0,3
0.7759252043007164,-1.0737057318144574,0.22180794256478378,1.321366536134244,0.4767221108756075,0.3999721200409752,1.3992237309418591,1.0,0.0,1.0,0.0,1.0,0.0,3
0.5030124043708094,0.26782996764008626,-1.1799522892572731,0.8196611593390873,1.0074013263843473,0.5778392728101842,0.8535608258998035,1.0,0.0,1.0,0.0,1.0,0.0,3
0.16187140445842593,0.8567968600835452,1.4586552059371876,-0.33505756503071776,-0.39287953710256274,0.39598827076946413,0.011077874835358477,2.0,1.0,1.0,1.0,0.0,0.0,3
0.6394688043357629,-0.9755445830738803,-1.2624087734821006,0.4135187114572943,1.215843205944715,0.31396784459130456,0.7915718171846408,2.0,0.0,1.0,1.0,1.0,0.0,2
1.52643540410796,0.7804492999519855,-0.10801799433452344,-0.032441623471734585,1.2814861653109109,1.8172069697079798,1.3647262711561674,1.0,1.0,1.0,1.0,1.0,0.0,4
-0.520410595366341,0.18057561320401871,-1.344865257706927,1.6478732099215687,-0.011235643760846898,-0.4660854657087963,0.05027550266383057,1.0,1.0,1.0,0.0,1.0,0.0,4
0.16187140445842593,0.9658648031286301,-0.35538744700900404,1.7673268710632728,0.20719525016581572,0.42567185357679843,0.9007398711594121,0.0,0.0,1.0,1.0,0.0,0.0,4
-0.9980079952436777,-1.2045872634685595,-0.025561510109696824,0.947078397890239,-0.9184739615683404,-1.1490422143522747,-0.6735503759243799,3.0,0.0,1.0,1.0,1.0,1.0,2
1.7311200040553898,-0.6156203710251006,-1.1799522892572731,0.485190908142316,2.3243130145541206,1.4235870387444112,1.900190698369548,1.0,0.0,1.0,0.0,0.0,0.0,4
-0.5886387953488175,1.1621871006097826,-0.850126352357966,-0.5660013099046787,-0.29941884959866905,-0.34407031743233313,-0.6953662502361538,1.0,0.0,1.0,0.0,1.0,0.0,3
0.5712406043532865,-0.26660295328082867,-0.10801799433452344,0.25424716326835567,0.4559591387901278,0.4778524675644283,0.6472855265128673,2.0,0.0,1.0,0.0,0.0,0.0,4
-0.3157259954189108,0.6931949455159179,0.7165468479137457,-0.17578601684177914,-0.5479978179947904,-0.14886170312831223,-0.33930635039154916,2.0,0.0,1.0,0.0,1.0,0.0,3
-0.3157259954189108,-1.9462492761751362,1.1288292690378796,0.6842803433784893,-0.644982855521424,-0.7348781194983659,-0.04239762195325854,2.0,0.0,1.0,1.0,0.0,1.0,3
-2.0896591949633048,-1.5972318584308645,0.6340903636889184,1.3691480005909262,-1.8786374532410857,-2.0892306424287823,-1.8050493204118803,1.0,1.0,1.0,1.0,0.0,1.0,3
1.3899790041430065,0.23510958472656113,2.035850595510977,-0.8287993644164272,0.2403847174533806,1.4542861125425224,0.7455456433317512,2.0,1.0,1.0,0.0,0.0,0.0,4
-1.2709207951735846,0.40961829359869784,-0.35538744700900404,0.34184651477227146,-1.0891400679726353,-1.1840375961882896,-1.0768780034444954,1.0,1.0,1.0,0.0,0.0,1.0,0
-0.7933233952962477,0.6713813569069006,1.9533941112861488,0.12682992471720406,-1.1079270462441153,-0.6529358080118044,-0.6762108484014256,3.0,1.0,0.0,1.0,1.0,0.0,2
-1.2709207951735846,1.1403735120007652,-0.520300415458658,-0.9721437577864723,-1.0552880482126767,-1.0950649624578856,-1.3256321800482604,4.0,1.0,1.0,1.0,0.0,1.0,1
-1.0662361952261545,-0.2120689817582862,0.7990033321385723,0.15868423435499224,-1.1255448050201475,-1.0647564621177654,-0.9213290459532283,2.0,1.0,1.0,1.0,0.0,0.0,3
0.2983278044233795,-1.1064261147279824,1.0463727848130528,-0.5660013099046787,-0.18757289005497127,-0.021144182365177806,0.024025507556980543,1.0,0.0,1.0,1.0,0.0,0.0,3
0.434784204388333,1.6202724613991393,0.22180794256478378,-0.3111668328023772,0.19850120832157134,0.9162321168137934,0.25389032957372165,4.0,1.0,0.0,1.0,1.0,0.0,4
0.9123816042656699,-0.6374339596341179,0.38672091101443773,0.7718796948824063,0.5133101675132677,0.670717641120501,1.2520996029612372,0.0,0.0,0.0,0.0,0.0,0.0,4
-2.0896591949633048,-1.182773674859542,0.5516338794640917,-0.3828390294873989,-1.8751718989299415,-2.074388851025115,-1.902599977903553,2.0,0.0,1.0,1.0,0.0,1.0,1
-0.11104139547148079,1.6202724613991393,0.9639163005882263,1.1700585653547528,-0.45949096017031926,0.29131458402781246,0.3493126090837581,1.0,0.0,1.0,0.0,0.0,0.0,4
-1.2026925951911078,1.6202724613991393,-1.2624087734821006,0.17461138917388633,-0.7967953415015141,-0.9585204815441487,-1.044952333719948,0.0,0.0,1.0,1.0,0.0,1.0,3
1.2535226041780534,-0.4847388393709984,-0.27293096278417744,0.572790259646233,1.1435957859752643,1.039497100155828,1.483560708464206,3.0,0.0,1.0,1.0,1.0,0.0,4
-0.725095195313771,0.6386609739933755,-1.1799522892572731,0.8674426237957696,-0.309510361785426,-0.5874756964524729,-0.4069710337244092,2.0,0.0,1.0,0.0,1.0,0.0,3
-1.7485181950509214,1.314882220872902,0.13935145833995716,-0.645637083999148,-1.5741634107357991,-1.6053101279776387,-1.6449775597096359,1.0,1.0,1.0,1.0,0.0,1.0,3
-0.9297797952612009,0.5404998252527985,0.9639163005882263,-0.2633853683456949,-1.0521015765098538,-0.8161955134521417,-0.8979168881552267,4.0,1.0,1.0,1.0,0.0,0.0,3
-0.9980079952436777,-1.182773674859542,1.1288292690378796,0.708171075606831,-1.1267801192668785,-1.1457613973051481,-0.7294202979423378,1.0,0.0,0.0,1.0,0.0,1.0,1
-1.2026925951911078,-0.2993233361943538,-0.35538744700900404,0.1109027698983111,-1.027409814727947,-1.205987824527397,-1.0577226016097667,1.0,1.0,1.0,0.0,1.0,1.0,1
-0.725095195313771,0.7586357113429683,-0.27293096278417744,-0.5421105776763375,-0.6190404105825198,-0.5659941562629546,-0.7993907240886375,1.0,0.0,1.0,1.0,0.0,0.0,3
0.5712406043532865,-1.4881639153857795,-0.1904744785593508,-1.6490478375894615,0.49526989001508775,0.09290326736826394,-0.285298759107523,1.0,0.0,1.0,1.0,1.0,1.0,2
-1.0662361952261545,0.24601637903107054,-0.10801799433452344,-0.4465476487629747,-0.9592300495312148,-0.9991401211752373,-1.0561263181235396,1.0,0.0,1.0,1.0,0.0,0.0,1
-0.3157259954189108,0.4532454708167309,-0.7676698681331386,0.692243920787937,-0.06274409821337008,-0.20213592279831746,-0.03964846706031119,3.0,1.0,1.0,1.0,0.0,0.0,4
0.09364320447594948,0.9549580088241222,1.3761987217123608,1.8708533773860827,-0.4188214776962277,0.3493537998853111,0.8620743378263498,1.0,0.0,0.0,0.0,0.0,0.0,4
-1.6802899950684447,1.6202724613991393,1.9533941112861488,0.3975915566384002,-1.6661835149752335,-1.5053233227318819,-1.462735195032011,0.0,0.0,1.0,0.0,1.0,1.0,3
1.52643540410796,-0.9428242001603552,0.4691773952392651,0.827624736748535,0.9579692542648077,1.1013639359016403,1.9202329243632923,2.0,0.0,1.0,1.0,0.0,0.0,4
0.5030124043708094,1.3366958094819192,-0.9325828365827926,-0.3191304102118237,0.8418250011050927,0.9070145832052001,0.3082526505213537,1.0,0.0,1.0,0.0,1.0,0.0,4
1.1852944041955764,-0.5938067824160833,1.2112857532627077,0.47722733073286955,0.3842057943412522,0.9350577574889708,1.3591392789543721,4.0,1.0,1.0,0.0,0.0,0.0,3
-0.17926959545395754,-0.6483407539386257,0.7990033321385723,-0.7093457032747232,-0.46708858574722684,-0.3229793507008065,-0.4160166401463646,1.0,1.0,1.0,1.0,1.0,0.0,2
1.594663604090437,0.7150085341249351,-1.7571476788310618,-0.9721437577864723,2.820877637872677,1.8616542292273845,0.8085988410377327,2.0,1.0,1.0,1.0,1.0,0.0,4
0.434784204388333,-0.7355951083746933,-1.9220606472807158,1.1939492975830934,1.5487969880598722,0.20757563463449125,0.9578513469999917,1.0,1.0,0.0,0.0,0.0,0.0,3
1.3899790041430065,-0.7574086969837106,-1.9220606472807158,0.333882937362825,2.777914108457274,1.056213644157853,1.4706130757425833,0.0,0.0,1.0,1.0,1.0,0.0,4
0.3665560044058559,-1.5208842982993047,1.2112857532627077,-1.8083193857784003,-0.1869851869735221,-0.08426085317656219,-0.4878493970265964,4.0,0.0,1.0,0.0,0.0,1.0,3
0.7076970043182393,-1.2482144406865925,-1.1799522892572731,0.4214822888667408,1.2268866077459764,0.283659344251184,0.8618969729945465,4.0,1.0,0.0,1.0,1.0,1.0,2
1.32175080416053,0.300550350553613,-0.6027568996834853,-0.33505756503071776,1.4235845567660623,1.4118698350046743,0.9955413737581378,2.0,0.0,1.0,1.0,0.0,0.0,3
-1.0662361952261545,-0.3756708963259135,1.6235681743868422,0.827624736748535,-1.2406593978572225,-1.0881908695972398,-0.7723425872386739,1.0,1.0,1.0,1.0,0.0,0.0,3
1.2535226041780534,-0.7355951083746933,0.05689497411513053,-0.12800455238509686,0.9533264872868508,0.942478653190805,1.0621418681001806,2.0,1.0,0.0,0.0,0.0,0.0,4
-1.1344643952086313,0.9004240373015798,-0.10801799433452344,-0.5421105776763375,-1.0181962657112709,-0.9783616132101035,-1.1330139727101578,1.0,1.0,1.0,0.0,0.0,1.0,2
