num__study_time_hours,num__attendance_percent,num__sleep_hours,num__previous_grade,num__study_to_sleep_ratio,num__academic_effort_index,num__academic_momentum,ord__parental_education,cat__gender_Male,cat__internet_access_Yes,cat__extracurricular_activities_Yes,cat__part_time_job_Yes,pass__is_at_risk,final_exam_score
-0.8293513133609366,0.9801874185061878,0.27710143958729316,1.3766624693360139,-0.8450135628914046,-0.6255921735408986,-0.3777367400609752,2.0,0.0,1.0,1.0,0.0,0.0,89.8
-1.1021362041775669,0.7887679299659829,0.7841875661671687,-0.8769729503835929,-1.1546565655323249,-0.9444956733099344,-1.1817047348908678,1.0,0.0,1.0,0.0,0.0,0.0,77.6
-0.4201739771359911,0.6292516895158119,0.19258708515731432,-1.0453941027469802,-0.4868983116766452,-0.26532074640588876,-0.7183531848569218,1.0,0.0,1.0,1.0,0.0,0.0,77.5
-0.14738908631936082,-0.3703834173052603,-0.14547033256260264,-1.7832391511961043,-0.1444582894830342,-0.23105328418482102,-0.7947531350915267,1.0,0.0,1.0,1.0,0.0,0.0,73.1
0.6027693634263727,0.7781335139359721,1.375788047177023,1.6894446094394473,-0.06312806141956374,0.8367949304338584,1.3892773867192434,2.0,1.0,1.0,1.0,1.0,0.0,100.0
-1.1021362041775669,-0.67878148217559,0.7841875661671687,0.0533534150522587,-1.1546565655323249,-1.1575096276571124,-0.9765567203720217,1.0,1.0,1.0,1.0,1.0,0.0,80.2
-0.21558530902351847,-0.2215015928851001,-1.9202717755921648,-1.0133138832491921,0.7184888854481545,-0.2583746391989157,-0.5565338458183492,1.0,1.0,1.0,1.0,0.0,0.0,84.8
0.46637691801805736,1.586349132216838,1.122244983887085,1.2162613718470738,-0.08231115117156687,0.9463890663661018,1.0045364336280789,4.0,0.0,1.0,1.0,0.0,0.0,97.3
-0.6247626452484637,1.586349132216838,-2.0893004844521235,0.41425588440237376,0.3015082899545453,-0.2884744370957993,-0.43397559231700367,2.0,1.0,0.0,0.0,0.0,0.0,79.4
-1.3749210949941972,-1.338115276036297,1.2067593383170636,1.2884418657170973,-1.4102338565671126,-1.4770305591778794,-1.0073289225498485,1.0,0.0,1.0,1.0,0.0,1.0,93.9
0.8755542542430033,1.586349132216838,-0.8215851680024359,1.3044819754659915,1.1594705176038342,1.4094628801643152,1.5021087947046092,2.0,0.0,1.0,0.0,0.0,0.0,97.4
-0.010996640911045524,1.586349132216838,0.6151588573072101,-0.6123111395268421,-0.2834886528989145,0.40613628360152015,-0.2461590479902669,2.0,1.0,1.0,0.0,0.0,0.0,75.9
0.739161808834688,1.586349132216838,0.4461301484472517,-0.9812336637514043,0.36451137270359807,1.2551049422315774,0.1657286466773135,2.0,1.0,1.0,0.0,0.0,0.0,95.3
0.8073580315388453,-0.48736199363538507,1.5448167560369808,-0.19526828605559787,0.025568014116086526,0.6098887616727336,0.6324403797076887,2.0,0.0,0.0,1.0,1.0,0.0,77.6
-0.5565664225443063,-0.4448243295153389,0.19258708515731432,0.6869377501335723,-0.5999035772152825,-0.624048594161571,-0.2836516161609526,0.0,1.0,1.0,0.0,1.0,0.0,72.6
0.05719958179311212,0.1932406322853451,0.9532162750271271,1.8097454325561524,-0.32954890628231004,0.10922878998789955,0.7967356430594204,3.0,1.0,0.0,1.0,0.0,0.0,93.3
-0.6929588679526214,0.8738432582060738,-1.3286712945823105,0.751098189129148,-0.20438612575835408,-0.5000991700015827,-0.4035570936124853,2.0,1.0,1.0,0.0,0.0,0.0,85.8
-1.7840984312191428,-0.4341899134853281,1.122244983887085,-0.1311078470600221,-1.6936828427597765,-1.7471569505601703,-1.6185285244266872,1.0,1.0,1.0,0.0,0.0,1.0,67.1
0.8073580315388453,-0.8702009707157948,0.3616157940172728,-0.026847133692211308,0.45481233911302477,0.4765235032988486,0.721573654981394,1.0,1.0,1.0,0.0,1.0,0.0,86.0
0.67096558613053,1.0971659948363142,-0.8215851680024359,-0.8689528955091465,0.954892080112403,1.0146152749323718,0.17191845746020912,3.0,0.0,1.0,1.0,0.0,0.0,98.3
1.080142922355476,-0.5086308256954082,-0.2299846869925815,-1.1015344868681094,0.9821697926176644,0.8503784289719392,0.35053871148092935,2.0,1.0,1.0,1.0,0.0,0.0,80.7
1.080142922355476,1.586349132216838,-0.4835277502825189,-0.11506773731112786,1.1352734370008446,1.6409997870634214,0.9161105653009906,0.0,0.0,1.0,0.0,1.0,0.0,79.8
0.5345731407222153,-1.4444594363364112,-1.6667287123022274,-2.1281015107973253,1.4436059340513518,0.05574376449420584,-0.5429162620959772,2.0,0.0,1.0,1.0,1.0,1.0,67.0
-0.010996640911045524,0.2889503765554468,-0.31449904142256035,-1.6950185475771873,0.04281357257307988,0.0671662519012282,-0.6759087680599191,1.0,0.0,1.0,1.0,0.0,0.0,69.4
0.67096558613053,1.256682235286485,-2.173814838882102,-0.2834888896745156,2.1498870919789863,1.0678687635191664,0.4688525233025738,3.0,0.0,1.0,0.0,1.0,0.0,91.1
0.8755542542430033,0.023089975805161804,0.9532162750271271,1.513003402201613,0.27123867916868283,0.8535427666995605,1.61476335095332,2.0,1.0,1.0,0.0,1.0,0.0,97.3
-0.6247626452484637,-1.316846443976274,0.8687019205971475,0.7350580793802538,-0.812874838591139,-0.8573606173469038,-0.33847565452374745,2.0,1.0,1.0,0.0,1.0,1.0,66.0
0.1935920272014271,-1.1254269554360692,-0.31449904142256035,0.20573445766675216,0.22821281151718678,-0.1298716558699115,0.2700711713032781,0.0,0.0,1.0,0.0,0.0,1.0,75.3
0.32998447260974206,1.586349132216838,1.4603024016070019,-0.40378971279122056,-0.27418203676546293,0.792031128433364,0.12222311946038535,1.0,1.0,1.0,0.0,0.0,0.0,90.8
0.05719958179311212,-1.1466957874960921,-0.14547033256260264,-0.33962927379564367,0.03532279921753999,-0.25057956333331205,-0.08009526727199355,3.0,0.0,1.0,1.0,0.0,1.0,87.7
0.12539580449726945,-0.2427704249451232,1.291273692747044,-1.2699556392314966,-0.37116962251976054,0.05605248037007094,-0.41204597697188616,1.0,1.0,1.0,0.0,0.0,0.0,97.5
0.6027693634263727,-1.0297172111659658,2.2209315914768144,-0.04288724344110554,-0.28853731453063924,0.24637581784113677,0.5297779465799384,2.0,0.0,1.0,1.0,0.0,0.0,79.1
0.26178824990558475,1.1928757391064158,-0.9060995224324147,0.061373469926706385,0.5935897264353942,0.6006272853967695,0.2702480230399328,2.0,0.0,1.0,0.0,0.0,0.0,92.3
